Year,Country,alpha_3,Region,Latitude,Longitude,Sonnenscheindauer
1950,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1793.0
1951,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1547.4
1952,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1822.9
1953,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1724.8
1954,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1595.8
1955,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1584.4
1956,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1530.2
1957,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1567.9
1958,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1447.7
1959,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1729.7
1960,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1536.8
1961,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1776.6
1962,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1965.1
1963,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1652.9
1964,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1699.4
1965,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1439.1
1966,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1646.0
1967,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1862.8
1968,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1581.9
1969,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1553.8
1970,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1526.8
1971,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1860.9
1972,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1535.3
1973,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1656.3
1974,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1539.6
1975,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1502.6
1976,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1808.9
1977,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1484.0
1978,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1390.6
1979,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1455.8
1980,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1423.1
1981,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1448.75
1982,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1516.6
1983,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1548.0
1984,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1581.2833333333333
1985,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1716.25
1986,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1451.0833333333333
1987,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1356.8666666666666
1988,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1534.8166666666666
1989,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1706.05
1990,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1758.8
1991,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1729.1333333333334
1992,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1536.1833333333334
1993,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1497.4833333333333
1994,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1496.7
1995,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1651.5833333333333
1996,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1624.0833333333333
1997,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1792.3166666666666
1998,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1751.2833333333333
1999,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1530.8
2000,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1768.7166666666667
2001,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1635.1666666666667
2002,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1652.6166666666666
2003,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,2083.016666666667
2004,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1737.8666666666666
2005,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1845.45
2006,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1714.1
2007,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1843.1333333333334
2008,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1600.7166666666667
2009,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1821.8333333333333
2010,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1678.4666666666667
2011,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,2076.9333333333334
2012,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1888.4166666666667
2013,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1631.5333333333333
2014,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1798.65
2015,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1982.3333333333333
2016,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1740.3166666666666
2017,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1997.6333333333334
2018,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,1941.0666666666666
2019,Switzerland,CHE,Neuenburg,48.84655,8.588410000000001,2022.1166666666666
1931,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1581.1
1932,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1758.2
1933,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1596.4
1934,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1864.0
1935,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1574.5
1936,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1475.4
1937,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1376.3
1938,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1767.4
1939,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1397.5
1940,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1377.2
1941,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1505.6
1942,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1727.5
1943,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1728.6
1944,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1333.3
1945,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1615.9
1946,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1643.2
1947,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1712.6
1948,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1875.3
1949,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1930.7
1950,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1765.2
1951,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1978.2
1952,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1677.9
1953,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2261.9
1954,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1677.4
1955,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1773.8
1956,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1964.6
1957,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1960.9
1958,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1850.0
1959,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2089.3
1960,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1609.7
1961,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1982.5
1962,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1937.7
1963,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1936.1
1964,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1986.0
1965,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1580.5
1966,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1695.0
1967,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2010.3
1968,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1933.5
1969,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2028.6
1970,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1576.4
1971,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2093.7
1972,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1747.6
1973,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1714.9
1974,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1528.7
1975,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1967.1
1976,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1817.6
1977,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1475.0
1978,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1548.1
1979,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1478.7
1980,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1548.8
1981,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1487.6666666666667
1982,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1749.8166666666666
1983,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1799.5333333333333
1984,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1767.65
1985,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1875.8333333333333
1986,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1854.1166666666666
1987,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1632.1166666666666
1988,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1652.2833333333333
1989,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2001.7333333333333
1990,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1782.1
1991,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1729.6833333333334
1992,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1777.0333333333333
1993,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1712.3833333333334
1994,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1526.1
1995,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1530.3666666666666
1996,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1642.5833333333333
1997,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1758.3333333333333
1998,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1685.9166666666667
1999,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1607.15
2000,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1632.8833333333334
2001,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1618.2
2002,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1590.4833333333333
2003,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2180.483333333333
2004,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1656.3166666666666
2005,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1790.9833333333333
2006,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1852.8
2007,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2023.4166666666667
2008,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1786.0833333333333
2009,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1650.3333333333333
2010,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1629.7166666666667
2011,Switzerland,CHE,Säntis,47.256459,9.317421000000001,2129.7833333333333
2012,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1837.0833333333333
2013,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1702.3
2014,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1589.2666666666667
2015,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1990.7833333333333
2016,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1631.3666666666666
2017,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1789.0333333333333
2018,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1912.1
2019,Switzerland,CHE,Säntis,47.256459,9.317421000000001,1839.85
1931,Switzerland,CHE,Samedan,46.438365000000005,9.870266,
1932,Switzerland,CHE,Samedan,46.438365000000005,9.870266,
1933,Switzerland,CHE,Samedan,46.438365000000005,9.870266,
1934,Switzerland,CHE,Samedan,46.438365000000005,9.870266,
1935,Switzerland,CHE,Samedan,46.438365000000005,9.870266,
1936,Switzerland,CHE,Samedan,46.438365000000005,9.870266,
1937,Switzerland,CHE,Samedan,46.438365000000005,9.870266,
1938,Switzerland,CHE,Samedan,46.438365000000005,9.870266,
1939,Switzerland,CHE,Samedan,46.438365000000005,9.870266,
1940,Switzerland,CHE,Samedan,46.438365000000005,9.870266,
1941,Switzerland,CHE,Samedan,46.438365000000005,9.870266,
1942,Switzerland,CHE,Samedan,46.438365000000005,9.870266,
1943,Switzerland,CHE,Samedan,46.438365000000005,9.870266,
1944,Switzerland,CHE,Samedan,46.438365000000005,9.870266,
1945,Switzerland,CHE,Samedan,46.438365000000005,9.870266,
1946,Switzerland,CHE,Samedan,46.438365000000005,9.870266,
1947,Switzerland,CHE,Samedan,46.438365000000005,9.870266,
1948,Switzerland,CHE,Samedan,46.438365000000005,9.870266,
1949,Switzerland,CHE,Samedan,46.438365000000005,9.870266,
1950,Switzerland,CHE,Samedan,46.438365000000005,9.870266,
1951,Switzerland,CHE,Samedan,46.438365000000005,9.870266,
1952,Switzerland,CHE,Samedan,46.438365000000005,9.870266,
1953,Switzerland,CHE,Samedan,46.438365000000005,9.870266,
1954,Switzerland,CHE,Samedan,46.438365000000005,9.870266,
1955,Switzerland,CHE,Samedan,46.438365000000005,9.870266,
1956,Switzerland,CHE,Samedan,46.438365000000005,9.870266,
1957,Switzerland,CHE,Samedan,46.438365000000005,9.870266,
1958,Switzerland,CHE,Samedan,46.438365000000005,9.870266,
1959,Switzerland,CHE,Samedan,46.438365000000005,9.870266,
1960,Switzerland,CHE,Samedan,46.438365000000005,9.870266,
1961,Switzerland,CHE,Samedan,46.438365000000005,9.870266,
1962,Switzerland,CHE,Samedan,46.438365000000005,9.870266,
1963,Switzerland,CHE,Samedan,46.438365000000005,9.870266,
1964,Switzerland,CHE,Samedan,46.438365000000005,9.870266,
1965,Switzerland,CHE,Samedan,46.438365000000005,9.870266,
1966,Switzerland,CHE,Samedan,46.438365000000005,9.870266,
1967,Switzerland,CHE,Samedan,46.438365000000005,9.870266,
1968,Switzerland,CHE,Samedan,46.438365000000005,9.870266,
1969,Switzerland,CHE,Samedan,46.438365000000005,9.870266,
1970,Switzerland,CHE,Samedan,46.438365000000005,9.870266,
1971,Switzerland,CHE,Samedan,46.438365000000005,9.870266,
1972,Switzerland,CHE,Samedan,46.438365000000005,9.870266,
1973,Switzerland,CHE,Samedan,46.438365000000005,9.870266,
1974,Switzerland,CHE,Samedan,46.438365000000005,9.870266,
1975,Switzerland,CHE,Samedan,46.438365000000005,9.870266,
1976,Switzerland,CHE,Samedan,46.438365000000005,9.870266,
1977,Switzerland,CHE,Samedan,46.438365000000005,9.870266,
1978,Switzerland,CHE,Samedan,46.438365000000005,9.870266,
1979,Switzerland,CHE,Samedan,46.438365000000005,9.870266,
1980,Switzerland,CHE,Samedan,46.438365000000005,9.870266,1693.6
1981,Switzerland,CHE,Samedan,46.438365000000005,9.870266,1723.35
1982,Switzerland,CHE,Samedan,46.438365000000005,9.870266,1818.1666666666667
1983,Switzerland,CHE,Samedan,46.438365000000005,9.870266,1805.9666666666667
1984,Switzerland,CHE,Samedan,46.438365000000005,9.870266,1735.9
1985,Switzerland,CHE,Samedan,46.438365000000005,9.870266,1916.7166666666667
1986,Switzerland,CHE,Samedan,46.438365000000005,9.870266,1837.8666666666666
1987,Switzerland,CHE,Samedan,46.438365000000005,9.870266,1650.7833333333333
1988,Switzerland,CHE,Samedan,46.438365000000005,9.870266,1665.5166666666667
1989,Switzerland,CHE,Samedan,46.438365000000005,9.870266,1807.4666666666667
1990,Switzerland,CHE,Samedan,46.438365000000005,9.870266,1877.5833333333333
1991,Switzerland,CHE,Samedan,46.438365000000005,9.870266,1838.6
1992,Switzerland,CHE,Samedan,46.438365000000005,9.870266,1677.55
1993,Switzerland,CHE,Samedan,46.438365000000005,9.870266,1657.65
1994,Switzerland,CHE,Samedan,46.438365000000005,9.870266,1647.3833333333334
1995,Switzerland,CHE,Samedan,46.438365000000005,9.870266,1618.2166666666667
1996,Switzerland,CHE,Samedan,46.438365000000005,9.870266,1704.85
1997,Switzerland,CHE,Samedan,46.438365000000005,9.870266,1814.9666666666667
1998,Switzerland,CHE,Samedan,46.438365000000005,9.870266,1793.75
1999,Switzerland,CHE,Samedan,46.438365000000005,9.870266,1544.25
2000,Switzerland,CHE,Samedan,46.438365000000005,9.870266,1634.1
2001,Switzerland,CHE,Samedan,46.438365000000005,9.870266,1686.3833333333334
2002,Switzerland,CHE,Samedan,46.438365000000005,9.870266,1616.05
2003,Switzerland,CHE,Samedan,46.438365000000005,9.870266,2083.45
2004,Switzerland,CHE,Samedan,46.438365000000005,9.870266,1736.55
2005,Switzerland,CHE,Samedan,46.438365000000005,9.870266,1852.35
2006,Switzerland,CHE,Samedan,46.438365000000005,9.870266,1921.0166666666667
2007,Switzerland,CHE,Samedan,46.438365000000005,9.870266,1916.15
2008,Switzerland,CHE,Samedan,46.438365000000005,9.870266,1723.0
2009,Switzerland,CHE,Samedan,46.438365000000005,9.870266,1761.6333333333334
2010,Switzerland,CHE,Samedan,46.438365000000005,9.870266,1604.6666666666667
2011,Switzerland,CHE,Samedan,46.438365000000005,9.870266,1987.9333333333334
2012,Switzerland,CHE,Samedan,46.438365000000005,9.870266,1863.2333333333333
2013,Switzerland,CHE,Samedan,46.438365000000005,9.870266,1717.7166666666667
2014,Switzerland,CHE,Samedan,46.438365000000005,9.870266,1551.7833333333333
2015,Switzerland,CHE,Samedan,46.438365000000005,9.870266,1956.5333333333333
2016,Switzerland,CHE,Samedan,46.438365000000005,9.870266,1772.9166666666667
2017,Switzerland,CHE,Samedan,46.438365000000005,9.870266,1913.8833333333334
2018,Switzerland,CHE,Samedan,46.438365000000005,9.870266,1744.25
2019,Switzerland,CHE,Samedan,46.438365000000005,9.870266,1744.9666666666667
1931,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,
1932,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,
1933,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,
1934,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,
1935,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,
1936,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,
1937,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,
1938,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,
1939,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,
1940,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,
1941,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,
1942,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,
1943,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,
1944,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,
1945,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,
1946,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,
1947,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,
1948,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,
1949,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,
1950,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,
1951,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,
1952,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,
1953,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,
1954,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,
1955,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,
1956,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,
1957,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,
1958,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,
1959,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,
1960,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,
1961,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,
1962,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,
1963,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,
1964,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,
1965,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,
1966,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,
1967,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,
1968,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,
1969,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,
1970,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,
1971,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,
1972,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,
1973,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,
1974,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,
1975,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,
1976,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,
1977,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,
1978,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,1899.1
1979,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,2004.0
1980,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,1845.8
1981,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,1823.2333333333333
1982,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,2060.266666666667
1983,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,1925.2166666666667
1984,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,2018.7666666666667
1985,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,2149.483333333333
1986,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,2013.6333333333334
1987,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,1844.6166666666666
1988,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,1910.5666666666666
1989,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,2203.1
1990,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,2154.65
1991,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,2226.35
1992,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,1920.5666666666666
1993,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,1990.4166666666667
1994,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,1971.7833333333333
1995,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,2060.8333333333335
1996,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,2057.016666666667
1997,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,2221.766666666667
1998,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,2100.116666666667
1999,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,1889.3
2000,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,2018.5333333333333
2001,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,2016.4333333333334
2002,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,1973.1
2003,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,2419.5
2004,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,2147.4
2005,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,2217.0833333333335
2006,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,2167.15
2007,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,2256.6
2008,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,2163.983333333333
2009,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,2200.95
2010,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,2056.516666666667
2011,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,2426.5333333333333
2012,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,2211.9
2013,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,2066.8166666666666
2014,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,2021.55
2015,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,2249.25
2016,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,2085.983333333333
2017,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,2230.65
2018,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,2270.6666666666665
2019,Switzerland,CHE,Sitten,46.2276,7.3599429999999995,2190.95
1931,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,
1932,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,
1933,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,
1934,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,
1935,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,
1936,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,
1937,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,
1938,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,
1939,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,
1940,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,
1941,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,
1942,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,
1943,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,
1944,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,
1945,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,
1946,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,
1947,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,
1948,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,
1949,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,
1950,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,
1951,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,
1952,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,
1953,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,
1954,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,
1955,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,
1956,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,
1957,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,
1958,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,
1959,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1732.1
1960,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1398.9
1961,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1585.3
1962,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1537.8
1963,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1271.6
1964,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1318.3
1965,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1097.9
1966,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1348.9
1967,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1612.4
1968,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1428.2
1969,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1441.6
1970,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1331.2
1971,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1686.0
1972,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1357.9
1973,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1375.9
1974,Switzerland,CHE,St. Gallen,47.424479999999996,9.376717,1384.1
